"square_footage","bedrooms","bathrooms","year_built","lot_size","neighborhood","school_district_rating","crime_rate","proximity_to_amenities","economic_indicator","price"
1984,3,3,2008,6137,"Podor",7.3,4.1,1.8,107.2,622803
2599,3,2,1951,4088,"Thies",4.6,6.1,5,113.4,842777
1713,3,2,1980,3790,"Ziguinchor",7.3,5.2,6.1,97,590826
943,3,3,1962,3592,"Ziguinchor",4.7,9.7,9.9,93.7,491225
1942,2,1,2020,3584,"Podor",8.1,5.5,3.8,98.9,567165
1042,3,2,1998,1022,"Ziguinchor",4.7,6.9,3.2,73.9,529488
1241,4,2,2014,2987,"Touba",8.5,5.6,3.7,109.6,588856
1569,5,2,1996,5282,"Tambacounda",7.7,3.3,7.1,148,729216
1575,3,2,1968,6975,"Thies",9.2,6.4,7.4,95.6,732131
1111,4,2,1965,5164,"Thies",7.7,6.2,8.8,102.7,729698
2324,3,2,1980,5977,"St-Louis",6.1,9.6,3.2,114.4,555877
1953,3,2,1966,7649,"Tambacounda",5.8,7.4,7.6,97.1,704915
1341,2,2,2000,3513,"St-Louis",7.8,2.1,5.3,98.8,587052
1377,5,2,1979,7855,"Thies",9.7,9.8,5.6,87.2,817880
1186,3,2,1999,7280,"Thies",6,3.8,6,90.6,671890
1976,5,2,1961,7664,"Tambacounda",7.8,7.1,3,118.3,593327
2240,3,2,2006,8797,"Kaolack",7.1,2,9.5,112.5,786346
1573,4,2,1984,5982,"Podor",7.6,7.2,8.7,119.4,699631
2309,1,3,1960,1241,"Thies",7,3.5,1.1,83.6,781806
1640,1,1,1967,6164,"St-Louis",6.4,7,9,93.7,553874
1929,1,2,2021,2463,"Kaolack",9.5,4.1,4.8,114.1,624022
2358,2,2,1988,5014,"Kaolack",8,4.7,7,88.3,794990
1414,2,1,2009,6856,"St-Louis",7.9,8.8,2.5,85,501558
1856,5,3,1981,6255,"Dakar",7.8,4.5,2.2,84.2,849971
2066,4,2,2013,7018,"Tambacounda",8.4,5.5,3.5,107.8,627414
1589,2,2,1964,3519,"Tambacounda",10.8,5.1,0.1,107.3,588831
1874,3,1,1984,3269,"Ziguinchor",5,2.4,9.7,104.7,655573
2000,4,3,1956,3288,"St-Louis",7.9,10,8.1,105.7,746518
2393,2,2,1982,7399,"St-Louis",8.8,8.4,6.9,96,646025
2260,4,2,1985,2942,"Ziguinchor",8.4,1.2,7.2,90.3,781983
1603,3,2,2000,2868,"Dakar",8.2,2.9,0.2,105.7,800102
2105,2,3,1957,3015,"Tambacounda",6.8,2.5,5.2,119.2,753098
2576,3,1,2003,3331,"Tambacounda",6.8,2.5,2.4,113.4,663751
1486,1,2,2009,5628,"Thies",6.9,8.6,4.7,99.2,612574
2510,1,2,2001,5401,"Podor",7.4,5.9,1.2,68.2,650132
1115,3,3,1976,9131,"Dakar",5.6,3.4,9.6,130.7,774167
1351,1,2,1966,7244,"Kaolack",5.2,4,0,141.5,574858
1869,2,2,2002,3818,"Podor",6.3,1.4,4.9,56.1,691165
948,4,3,2015,5686,"Touba",8.3,6.1,9,96.2,589480
1960,2,2,1990,2817,"St-Louis",6.2,5.8,3.2,86.3,551513
734,3,1,1951,7840,"Thies",7,4.3,0.2,98.9,544864
1429,2,2,2012,5940,"Thies",7.4,2.1,3.1,106.2,737453
1324,3,2,2007,9140,"Ziguinchor",9.4,1.2,7.3,138.4,574421
2267,2,2,1951,8176,"Tambacounda",6.9,3.5,6.5,56,759138
1250,3,1,1961,7882,"Ziguinchor",4.3,4.7,2.1,87.3,589360
2449,4,2,1980,6813,"Tambacounda",7.3,4.6,3.4,106.2,769357
1394,4,1,1995,2659,"Ziguinchor",8.3,9.7,9.7,130.9,447350
1631,2,1,1954,4486,"St-Louis",3.7,7.9,9.9,70.1,576657
1385,4,2,1970,8070,"Tambacounda",7.4,9.2,4.5,76.6,632597
2338,4,2,1965,2731,"Podor",8,6.4,0.5,78.8,763548
1136,3,2,1998,8215,"Touba",5.8,3.5,9.6,105.3,581507
2170,3,1,1986,4005,"Ziguinchor",7.2,3.4,4.2,94.3,705806
2288,1,1,1985,4417,"Tambacounda",7.4,4.9,7.3,77.3,621798
1612,2,3,2019,5414,"Ziguinchor",7.7,6.3,5.2,102.1,637715
1150,4,2,1978,4961,"Kaolack",5.3,6.5,3.4,95.7,521214
2163,3,3,1998,7108,"Kaolack",7.3,7.3,7.2,65.8,724755
1315,3,2,2008,6222,"Touba",5.6,4.3,7.2,76.1,519681
1356,2,2,2001,2158,"Thies",6.7,4.7,2.9,143.6,704872
1457,2,2,2015,4852,"Touba",4.8,2,7.9,111.1,569592
1333,2,2,1983,4478,"Ziguinchor",8.1,9.3,1.1,108.2,426657
2629,2,3,1989,2720,"Kaolack",7.5,3.3,7.4,77,840323
2107,3,2,2011,5789,"Ziguinchor",7.8,3.7,8.2,89,633265
1969,3,3,1962,5143,"St-Louis",6.9,8.6,2,90.3,702601
1512,3,2,2010,7781,"Kaolack",8.4,6,1.1,131.1,593519
2325,3,2,1987,9317,"Podor",7.2,5.1,8.2,125,751494
1292,2,1,1991,1327,"Tambacounda",8,3.2,2.5,137.3,451074
1695,2,3,1950,2432,"Thies",7,1.4,9.4,74.3,744493
2351,3,1,1970,6751,"Ziguinchor",6.1,4.2,4.1,77.2,728041
1333,1,2,1965,5338,"Kaolack",5.9,3.8,0.4,113.2,593541
1819,3,1,2014,4739,"Thies",5.7,9,3,98.5,748616
1415,2,2,2006,4739,"Thies",8.6,7,1.7,97.7,660361
1606,4,2,2010,3378,"Ziguinchor",6,9.7,6.7,103.9,620399
1773,4,2,2015,6163,"Thies",7,1.8,8.1,106.6,753878
1706,3,1,2003,8608,"Ziguinchor",9.3,5.8,5.3,101,499810
2283,3,3,1981,8112,"Thies",6.3,6.6,9.7,78.4,799501
2113,2,2,1969,5841,"Podor",6.2,5.2,0.9,114.5,695994
2209,3,2,1989,5342,"Podor",4.7,2,2.7,111.2,657457
2223,3,2,1990,1141,"Ziguinchor",7.5,8.3,1,111.9,616133
2466,2,2,2002,5663,"Kaolack",8.8,6.9,8.9,94.1,691960
1913,1,2,1998,5143,"Thies",7.8,6.4,7.4,79.5,729867
2127,3,1,1972,4195,"Podor",6.8,5,5.3,125.5,716810
1630,3,2,1960,5942,"Dakar",3.3,4.5,3.5,98.9,729651
1742,2,2,2005,5438,"Tambacounda",8.4,9.3,7.9,85,597326
2068,4,1,1959,7106,"Podor",6.8,5.4,7.5,90.5,698154
1631,3,3,2006,707,"Thies",8.7,8.8,7.3,47.2,788762
1613,5,2,2015,4523,"Tambacounda",5.9,8.4,6.9,92.5,603387
1936,3,3,2022,4299,"Ziguinchor",6.3,2.8,7,130,658149
2568,3,2,1971,5144,"St-Louis",6,8.4,7.2,119.1,673051
1104,3,2,1997,3704,"Touba",6.7,8.9,5.6,123.1,508980
1564,3,1,1992,1452,"Kaolack",7.7,2.5,7.8,71.2,568830
1991,2,2,1972,3391,"Ziguinchor",7.4,6.8,6.5,102.5,685908
1960,4,2,1950,5492,"Podor",7.7,9.4,5.7,105.8,709306
1093,3,2,2006,2448,"Ziguinchor",6,5.2,8.9,101.3,551697
1430,3,2,1985,4285,"St-Louis",8.8,7.8,1.3,93.1,567999
1239,1,3,1979,4090,"Dakar",6.3,7.1,2.4,91.3,673206
1777,3,2,1968,4362,"Tambacounda",5,9.1,9.7,101.6,699314
2457,2,2,1966,8812,"Touba",5.6,2.4,0.1,93.4,672416
1799,2,2,2002,6053,"Dakar",5.9,7.6,9.9,75.1,731757
1694,2,3,1953,5434,"Thies",7.5,3,2,103.6,696412
2927,1,3,2007,3801,"Tambacounda",7.2,9.5,3.5,138.5,819968
1497,3,1,1970,6359,"Thies",7.7,1.6,8.2,113.1,691734
1857,3,2,2021,5297,"Touba",4.8,1.5,2.9,105.6,602518
1633,2,2,1981,6264,"Thies",6,3.8,6.1,109.7,782597
1346,5,2,2004,4847,"Thies",5.4,9.5,2.4,88.4,681005
2103,2,2,1963,4686,"St-Louis",5.4,6.4,0.3,129,690407
1539,3,2,2010,3701,"Ziguinchor",5.5,8.3,4.2,134.3,513125
2225,3,3,1953,5118,"Touba",5.5,5.2,2.2,96.6,703327
1596,2,2,2002,8628,"Ziguinchor",7.1,8.8,0.3,56.8,535781
1729,1,2,1993,8581,"Tambacounda",7.2,4.5,6.2,93.8,665694
1393,3,1,2014,4475,"Touba",6.9,1.7,8.2,121.2,481546
1637,4,3,1988,2405,"Podor",4.3,3.8,4.1,124.2,680897
1989,3,2,1977,6237,"Ziguinchor",7.1,9.4,5,111,659970
803,4,1,2013,4416,"Kaolack",10.4,7.7,4.8,126.7,527748
1300,3,2,2002,4398,"Kaolack",10.1,4.1,2,76.7,586011
1942,3,2,2019,3541,"Thies",4.7,3.6,3.2,69.8,754789
1249,3,2,1970,1935,"St-Louis",7.8,8.3,0.2,95.4,605575
2292,4,2,2007,2542,"St-Louis",5.5,1.8,4.9,103.8,750299
1292,2,2,2000,5012,"Dakar",7.6,1.3,6.1,99.9,741384
1368,2,2,1988,2403,"Thies",7,2.5,8.1,46.4,813282
1687,2,2,1971,2744,"St-Louis",7.4,4.5,8,97.1,593281
1664,3,2,1984,4912,"Kaolack",8.4,2.3,5,106.3,663514
1673,4,2,1985,3216,"Thies",6.2,7.7,6.5,126.9,796130
2008,3,1,1970,5293,"Touba",5,7.5,5.7,103.2,610463
2086,5,2,1960,7761,"St-Louis",7.2,8.4,9.8,99.7,804858
891,3,1,1984,1529,"Dakar",8.8,6.1,6.6,94.4,735007
2277,2,2,1969,8047,"St-Louis",7.7,6.7,0.3,70.4,769159
2472,3,2,1981,2277,"Podor",10.5,5.8,1.8,100,781607
1423,3,2,2011,6377,"Ziguinchor",5.2,2.3,7.6,68.6,585604
857,2,2,1999,4964,"Thies",7.9,9.5,4.1,74,503004
980,5,3,1984,8735,"Dakar",7.7,7.7,4.6,116.8,789484
844,1,2,1966,4183,"Thies",5.6,4.5,1.7,86.5,635194
1954,1,2,1974,5105,"Thies",5,2.9,6.7,119.2,687362
2117,2,1,1967,5854,"St-Louis",6.4,8,4.6,107.2,584544
2537,4,3,1971,4768,"Dakar",6,9.6,0.8,79.7,888460
1962,2,2,2004,4945,"Tambacounda",4.1,9.8,3.4,66.7,591954
2262,3,2,1952,4416,"St-Louis",5.8,8.4,9.5,132.7,702864
1522,2,3,1987,4800,"St-Louis",7.6,6.2,6.8,61,618850
1304,3,2,1954,5266,"Kaolack",7,1.5,2.7,125.9,697798
1934,2,2,1966,7688,"Tambacounda",6.4,4.8,1,112.8,707984
1969,1,2,2008,3738,"Tambacounda",8,8.6,4.4,78.2,633657
763,2,2,2003,4456,"Thies",4.2,3.5,1.5,98.4,453784
2269,3,2,1985,3062,"Tambacounda",10,8.4,3.5,82.2,803949
1493,3,2,1970,7127,"Tambacounda",8.1,4.2,0.8,93,616485
1744,2,1,2012,5421,"Thies",6.5,6.4,5,119.2,608394
1293,1,2,1975,4574,"Thies",6.9,5.1,2.4,101.1,611287
2118,2,1,1968,6915,"Touba",8.6,7.7,4.9,111,773196
1615,3,2,1998,5478,"Dakar",8.5,5.2,3.6,97.9,764358
1089,5,2,1984,2926,"Thies",8.3,2.8,7.8,101.6,703844
1945,1,2,2020,5551,"Podor",7.4,4.7,1.3,98.1,602085
976,4,1,1960,2483,"Dakar",2.7,1.8,8.8,71.5,672532
1705,3,3,1950,6831,"Tambacounda",5.7,2,3.1,103,728966
1810,2,2,2014,10526,"Tambacounda",6.2,4.3,4.1,113.1,630563
3151,3,1,2005,4030,"Touba",8.2,4.1,7.8,75.5,710150
2055,1,2,1992,5237,"Kaolack",7,7,2.7,75.8,706182
1163,3,2,2007,2972,"Thies",7.3,9.6,0.4,148.5,596717
1988,5,2,1992,8043,"Dakar",7.6,1.8,5.8,104.8,896584
1751,2,2,2020,4294,"Touba",8.5,1.5,3.5,108.7,698582
1910,2,1,1996,5062,"Dakar",6.6,6.1,5.3,67.4,653832
992,2,3,2002,2454,"Thies",8.1,3.9,6.3,126.6,598824
2640,3,3,1975,7266,"St-Louis",5.9,1.6,5,85.8,838043
2079,4,2,1965,3806,"Thies",8.2,4,3.6,65.8,830150
1612,2,2,1961,4191,"St-Louis",5.7,6.1,6.7,82.8,688738
786,4,1,2005,3996,"Tambacounda",5,1.9,3.7,131.2,512500
1999,4,2,2001,3694,"St-Louis",6.3,7.8,9.7,135.8,656359
1102,2,3,1975,5568,"Tambacounda",6.3,6.3,9.4,101.8,568206
1209,3,2,2017,4033,"Ziguinchor",6.4,2.5,9.7,98.9,603048
2071,1,3,1975,4626,"Podor",8.6,1.7,4,70.3,663545
2167,3,1,2014,4394,"Touba",3.9,6.5,1.2,133.4,666606
1611,4,2,1985,4688,"Touba",7.4,6.2,1.2,78.3,552883
979,3,2,1992,5757,"Podor",7,1.2,7.5,81.6,566882
623,3,2,2012,7183,"Kaolack",8.1,8.9,1,125.1,461887
1100,3,2,1980,6363,"St-Louis",6.9,8.3,2.7,95.8,433964
1452,2,2,1975,7677,"Ziguinchor",7.7,1.9,0.4,114.6,611251
1313,4,2,1992,3608,"Thies",9.3,5.3,6.2,91.2,769789
1961,4,2,1956,6059,"Tambacounda",7.3,4.3,4.8,123.8,724333
1390,4,2,1991,4575,"Touba",8.3,9.9,5.8,87.9,626737
2036,3,2,1974,4036,"Ziguinchor",7.4,7.5,4.8,88.6,710039
2398,4,2,2014,4298,"Tambacounda",6.5,9.2,5.3,148.3,718063
1577,3,2,1953,4793,"Touba",9.2,7.4,3.3,71,635318
1123,3,1,2000,5985,"Podor",3.8,4.1,9.1,135.3,426070
1207,1,2,1985,5953,"Kaolack",8,2.5,8,99.2,607203
2180,3,2,1994,4073,"Thies",4.6,7,2.7,97,824279
1021,3,2,2011,7330,"Ziguinchor",8.9,3,7.8,97.5,554450
2601,1,2,2017,4280,"Dakar",6.9,9.4,9.7,81.4,837616
1940,3,3,1951,6642,"Thies",4.5,4.7,7,87.9,819626
2279,2,2,1974,6993,"Tambacounda",4.8,4.1,9.6,105.4,753006
1431,2,1,2014,6903,"Kaolack",2.5,4.7,0.1,84.7,421142
1479,3,2,1968,6173,"Ziguinchor",8.7,9.9,5.2,79.1,627192
2023,3,2,1976,4815,"Dakar",3.8,7.7,7.6,108.7,744791
1705,4,1,2005,7268,"Dakar",8.9,3.5,4,103.6,739250
2094,4,2,1981,3105,"Touba",7,5.9,8.4,86,725403
1706,2,2,2011,4131,"Podor",8.1,2.3,6.1,82.2,622081
1708,2,3,2004,3095,"Touba",9.9,8.4,5.9,126.7,699368
2680,3,3,1978,2362,"Touba",6.3,7.7,5.1,89.6,827995
2046,1,1,2011,6345,"Tambacounda",9.6,6.3,2.2,75.1,567869
637,3,2,1956,1873,"Kaolack",8,9.8,6.6,104.5,614106
2159,2,2,1965,1662,"Dakar",7.6,8.7,5.2,84,826892
1459,3,2,1967,7028,"Thies",6.9,4.4,3.7,132.2,694662
1819,2,2,1978,4926,"St-Louis",5.4,1.5,0.3,116.1,671890
2477,1,2,1974,5686,"Dakar",8.9,1.4,4.9,92.9,932167
2646,3,1,2011,5543,"Podor",7.4,4.9,4.8,135.3,735339
811,5,1,1994,6633,"Touba",5.4,5.5,8.2,99.2,520869
1037,4,2,1981,2181,"Tambacounda",8.3,9.2,8.9,101.1,566757
2019,3,3,1999,3457,"Ziguinchor",8,5,4.9,71.8,740613
1478,3,1,1990,7380,"Thies",10.2,7.8,4.9,131.3,764686
1562,3,2,1993,4929,"Podor",7.8,5.9,8.6,82.4,653097
2415,2,2,1962,6327,"Ziguinchor",7.5,6.8,2.2,82.5,654103
1569,2,1,1995,6002,"Touba",9.1,7.1,5.2,81.9,516548
1216,2,2,1978,6371,"Thies",5.3,6.8,8.1,73.4,674164
1650,1,3,1957,5295,"Podor",6.7,7.4,8,117.8,595025
2185,4,2,1983,3470,"Touba",6.5,9.3,5.5,111.8,764779
1920,2,2,2018,4829,"Podor",7.4,8.8,4.8,138.5,605200
2177,3,1,1976,3987,"Touba",5.8,5.4,7.9,61.4,759092
915,1,2,1951,4652,"Tambacounda",6.2,10,5.3,128.5,498832
1858,3,3,1984,2924,"Dakar",6.9,1.1,1.5,108.6,895760
2146,3,2,1954,5387,"St-Louis",4.2,1.4,8.1,77,776969
2489,3,2,1993,8262,"St-Louis",6.1,5.6,1.2,94.2,739948
432,5,2,1953,3830,"Ziguinchor",3,8.6,9.5,104.6,471372
1409,4,1,1966,5512,"Touba",4.9,4.5,2.4,103.2,638096
2204,3,2,2008,5632,"Touba",4.4,5.1,6.7,63.7,652588
2062,4,2,2017,5771,"Touba",7.6,4.9,3.7,107.4,588397
1978,2,2,1983,3856,"Dakar",6.1,7.8,2.4,147.8,758638
998,3,1,1976,4527,"Dakar",7.9,4.3,1.2,84,678603
1639,3,2,2003,4750,"Tambacounda",6.4,6.2,0.4,74.7,528187
719,3,2,2002,5310,"Tambacounda",6.5,2.4,0.3,82.5,513398
1810,2,2,1980,80,"Tambacounda",7.3,8,9.1,105.3,677963
1304,3,2,1971,7964,"St-Louis",4.5,10,1,117.3,581354
1080,4,3,1956,4396,"Kaolack",6.7,3.4,3.9,111.1,647847
1885,3,2,1969,6722,"Dakar",7.3,4.1,6.3,80.8,831463
2712,3,2,1977,2980,"Podor",6,6.1,1.2,87.4,754165
1008,3,1,1959,4889,"Dakar",9.5,8.6,1.1,106.9,669591
1363,2,2,1960,2310,"Thies",8.3,8.4,1.5,116.3,614112
1702,3,3,1965,4741,"Touba",7.4,4.5,0.6,81.2,735980
1447,1,2,2002,3051,"Tambacounda",6.1,5.8,9.8,86.3,501400
1278,1,2,1968,8747,"Dakar",7.2,5,6.3,108.7,690266
2105,3,2,1959,2253,"Thies",7.8,2.6,1,103.2,807654
1296,4,2,2010,4379,"Dakar",4.9,2,6.9,102.1,748490
1719,2,3,1995,3154,"Tambacounda",5.6,6.5,3.9,79.2,555762
2290,3,2,1972,1749,"Touba",8.6,7.8,2.2,79.3,805930
1981,2,2,1996,7209,"Dakar",6.2,5.1,5.6,125.4,808933
997,4,2,1960,4818,"Dakar",9.2,6.3,0.8,108.7,695250
2456,3,1,2005,4906,"Thies",7.8,5.6,0.5,104.2,858437
2070,3,1,1982,5579,"Ziguinchor",7.7,9,6.5,99.2,749030
1909,3,2,1970,6293,"Tambacounda",7.2,2.4,1.6,102.6,644061
1735,2,2,1994,3481,"Kaolack",5.2,2.9,1.1,122.1,674663
1367,4,2,2010,3679,"Touba",8.1,6.7,2.5,76,582154
1387,1,2,2021,5391,"Kaolack",7.1,3.9,8.3,115.6,554260
1323,3,2,1957,3170,"Tambacounda",4.4,1.8,5.3,81.7,587691
1104,2,2,2013,2041,"Kaolack",8.1,6.9,6.4,114.2,593701
2066,5,2,1992,2666,"Podor",7.8,3.2,5.3,85.6,770475
1120,4,3,1962,4817,"Ziguinchor",3.8,7.9,8.3,128.5,687434
2009,1,2,1970,7105,"Ziguinchor",7.4,4.7,4.2,94.7,680648
1375,4,3,1992,4154,"Tambacounda",7.3,6.1,4.8,97.7,661767
2235,2,3,1968,5582,"Tambacounda",6.1,6.6,2.8,91.3,701991
2317,1,3,1991,4654,"Touba",7.8,6.1,1.1,128,664864
1810,3,1,1994,7122,"Ziguinchor",4.4,9.3,6.8,113.9,488239
1998,4,2,2010,3731,"Podor",4.8,10,7.8,151.1,632940
1938,5,2,1982,1090,"Kaolack",7.5,3.6,5.3,127.2,770457
1097,1,2,1989,3202,"Tambacounda",6.9,8.1,2.6,137.7,415625
2202,3,2,2000,7623,"Thies",7,5.8,2.9,118.6,691469
2188,3,1,1956,9364,"Podor",7.2,5.8,8.6,111.5,692373
1346,3,2,1962,5304,"Thies",6.8,8.1,2.7,117.6,703486
1302,2,2,1969,2935,"Tambacounda",6.8,6.1,7.2,87.4,523826
1981,2,2,2020,6809,"St-Louis",6.6,3.3,3.7,90.4,602363
1257,4,1,1954,5823,"St-Louis",6.1,4.5,6.9,80.1,626057
1888,3,2,2007,8693,"Tambacounda",6.8,3.3,3,83.8,677741
2117,2,3,1956,2634,"Podor",6.5,1.5,7,81.8,716431
1666,2,2,1967,8222,"Podor",5.6,3.2,6.2,89,661909
1728,4,2,2015,6835,"St-Louis",7,7.8,6.4,97.9,678371
1457,3,2,1996,6210,"St-Louis",6.8,8.6,6,122.1,492466
1645,2,3,2012,4778,"Touba",9.5,2.1,3.6,120.3,568002
1515,2,1,1967,4827,"St-Louis",6.6,3.4,3.1,134.9,668452
3067,4,3,1976,6749,"St-Louis",6,7.8,9.3,99,835695
2101,4,2,1980,3238,"St-Louis",6.7,9.1,5.5,109.8,680987
2364,3,2,1999,2696,"Ziguinchor",8.5,7.8,4.7,106.5,750575
1565,2,1,1983,4774,"Touba",7,8.4,8.4,122.2,545219
1696,3,3,1988,7597,"Touba",5.7,3.1,2,100.5,666803
3173,3,1,2001,4904,"Podor",7.2,2.1,3.8,75.4,744973
1385,2,2,1990,5988,"Ziguinchor",10.2,2.6,7.5,89.1,593446
1479,3,2,1968,5368,"Ziguinchor",5.8,1.4,3.1,108.9,550816
1729,5,1,2015,6401,"Dakar",7.3,9.9,2.3,96,757502
2352,3,2,1960,4335,"Tambacounda",7.6,9.2,2.1,107.2,739746
299,3,2,1987,6153,"Thies",5.4,7.6,2.6,101.3,441712
2827,3,2,2008,4966,"Dakar",6.6,9.4,9.6,78.6,920467
1253,4,2,1980,2804,"Tambacounda",6.1,3.1,8.1,107.1,698344
1187,3,2,1992,5909,"St-Louis",7.2,6.4,8.5,117.3,583568
1629,1,2,1974,8042,"St-Louis",8.4,9.6,5.3,81.4,597964
2129,3,2,1988,7452,"Kaolack",6.8,8.3,9.7,151.3,828287
1374,3,2,2003,6386,"Touba",6.1,4.2,0.3,62.7,553051
862,5,1,1952,3407,"Dakar",8.4,5.8,5.8,121.7,801296
1555,3,2,2005,3247,"Podor",7,6.6,6.7,116.7,658267
1964,2,2,2010,5594,"Ziguinchor",6.9,5.8,3.7,93.9,670066
2233,3,2,1985,2788,"Dakar",6.7,6.5,4.3,82.1,920277
2370,3,1,1966,2156,"Dakar",8.7,9,8.5,69.8,859937
1583,4,2,1973,7136,"Kaolack",7.3,3.7,7.1,111.4,733843
2531,2,2,1985,8274,"Thies",8.1,4.9,3.5,112.1,862517
2399,3,2,1979,5441,"Dakar",8,5.6,2.5,85.3,984417
1569,3,3,1956,4504,"Thies",5.2,6.3,7.8,93.5,697800
2256,3,2,1992,3821,"St-Louis",8.4,4.6,7.1,65.9,715187
2328,3,2,1954,3884,"Dakar",6.3,8.3,2.8,64.2,894230
1109,4,2,1973,2502,"Podor",6.6,1.6,8.7,82.1,553346
2561,3,3,1960,4044,"Kaolack",7.1,2.6,6.7,132.6,892874
1761,2,2,1999,8179,"St-Louis",7.9,6.7,9.4,148.2,635994
2051,3,2,1973,8204,"Touba",5.3,8.9,8.8,103.7,700418
1756,1,3,2015,7574,"St-Louis",9.5,4.5,0.7,71.1,540497
1455,4,3,2007,4785,"Podor",3.8,3,3.1,111.2,544911
2563,3,1,1995,6752,"Tambacounda",6.4,3.5,9.4,68.7,717694
2457,2,2,1990,7743,"Podor",7,7.6,1.3,100.3,662687
1265,2,2,1964,7554,"Kaolack",10.6,1.5,9.4,113.2,672459
1792,3,2,1961,3955,"Tambacounda",6.2,1.1,3.4,137.7,734233
2069,2,3,2005,7016,"Podor",9,6.6,4.3,77.9,653625
908,4,3,2005,2196,"Touba",5.9,3.8,2.3,112.2,566134
1575,4,2,1991,3497,"Ziguinchor",7.1,5.7,1.8,114.7,615610
2039,3,2,2012,5714,"Dakar",5,5.1,0.5,86.3,697772
1627,1,3,2012,6093,"St-Louis",5.4,9.8,5,55.2,507747
778,4,1,1993,4973,"Thies",10.1,7.7,8.9,120.6,586956
1058,4,2,1978,3104,"Ziguinchor",5.1,9.4,6.4,53,481111
1339,3,2,1960,7952,"Podor",8.9,5.8,7.5,77.3,643247
1887,3,3,1956,6435,"Kaolack",8.4,3.6,2.7,84.2,801211
891,2,1,1998,2999,"Tambacounda",7.7,1,5,66.2,411784
2050,2,2,1960,4215,"Podor",7.1,2.5,3.5,106.7,662748
2332,3,1,1972,3839,"Podor",5.3,2.3,3,122.2,693047
1517,5,2,1991,3535,"Podor",9,3.6,0,108.3,668041
2272,3,2,1983,5703,"Touba",7.3,1.7,7.4,101.8,725591
2287,3,2,2012,4804,"Ziguinchor",2.1,2.8,1.6,103.7,633918
1791,2,2,2020,4411,"Tambacounda",7.4,8,3.8,95,615853
1620,3,2,1962,6574,"St-Louis",5.6,4.2,9.7,103.1,680826
1705,2,2,1998,4641,"Touba",7.1,4,1.2,92.1,614108
861,2,1,1990,6698,"Podor",9.3,9.7,0.7,101.5,473668
2080,1,2,2020,5947,"Ziguinchor",5.7,1.7,7.4,110,602745
1968,5,1,2010,5052,"Tambacounda",6.3,1.9,0.1,123.7,619553
1723,3,2,1983,4744,"St-Louis",7.3,3.4,0.4,66.2,614451
441,3,2,1976,5064,"Ziguinchor",5.7,8.2,4.9,93.2,385687
1946,2,2,1954,1040,"Podor",5.3,1.7,6.7,75,762906
2083,3,3,1971,6568,"St-Louis",6,5.8,4,90.8,673579
1363,2,3,1989,6598,"Kaolack",9.5,8.7,2.9,98.8,611885
2305,3,2,2000,6313,"Kaolack",6.7,4,0.8,120.3,818495
2089,3,3,1980,2173,"Tambacounda",7.5,5.5,4.9,103.1,749359
1206,3,2,1970,7625,"Podor",8.3,7.3,8.7,108.3,546366
1321,3,1,2017,6813,"Thies",8.3,8.1,5.8,118.2,625098
1690,1,2,1952,6881,"Tambacounda",10.2,3.4,7.8,126.4,631866
1305,2,2,1960,4585,"Podor",8.7,1.4,4.3,102.2,582827
1277,3,2,2001,7047,"Ziguinchor",8.6,2.2,3.3,103.6,498068
2480,5,2,1976,4781,"Dakar",8.1,3.8,7.7,103.2,1027628
1222,5,1,1981,8241,"Touba",7.1,9.5,0.3,143.1,536818
1930,3,2,1996,2168,"Ziguinchor",6.4,6.4,3,102.3,607936
1021,3,3,1959,7218,"Tambacounda",7.3,1.8,2.9,103.8,645814
1796,1,2,1980,4892,"Thies",4.6,5.1,0.7,68,765877
2084,2,2,1972,6560,"Thies",5.8,4.4,2.8,117.2,726939
2356,2,2,1960,3870,"Dakar",8.9,2.2,7.1,112.6,922196
1240,2,2,1954,9274,"Ziguinchor",7.5,8.8,1,96.2,495645
1427,2,2,1975,7092,"Tambacounda",6.3,9.4,1.4,122.5,502651
2248,1,2,1959,7953,"Touba",7.9,7.8,2,151.2,650216
2095,4,2,1982,5338,"Ziguinchor",8.4,7.5,4.5,124.3,862836
1656,3,2,1998,3570,"Ziguinchor",3.5,6.5,4.9,110.3,590731
1824,3,3,1998,4535,"Podor",5.4,4.1,7.5,98.1,739295
1556,3,2,1984,4040,"St-Louis",5.2,3.4,7.4,105.1,621209
2156,3,2,2009,5068,"Ziguinchor",9.1,3.1,1.5,94.1,704050
1974,4,2,1983,5370,"Dakar",7,5.3,5.5,85.1,813069
1753,3,1,2013,5058,"Thies",6.9,5.6,3.6,96.1,670637
1377,3,2,1966,7429,"Dakar",6.4,8.8,9.2,71.5,728750
1939,4,2,1989,5196,"St-Louis",5,2.3,3.7,89.9,679092
1656,4,1,1994,5275,"St-Louis",7.9,7.6,2.7,107,632346
874,3,2,1966,3758,"Kaolack",4.8,3.4,4.9,127.5,480310
1322,2,3,1987,6337,"Thies",6.2,7.9,5.4,119.9,583247
956,4,3,1999,5099,"Ziguinchor",7.2,2.8,1.5,122,606981
2267,2,2,2019,8311,"Ziguinchor",7.7,7.1,2.2,85.6,570400
2557,2,1,1958,3524,"Dakar",6.8,5.1,4.8,90.5,941263
2977,2,2,1959,5367,"Podor",5.9,9.2,1,112.8,711865
2868,1,2,1985,3902,"Thies",3.9,3,2.5,104.9,750088
